省份,城市,区域,院校名称,建校时间,隶属于,国家重点学科,硕士点,博士点,重点实验室,占地面积(亩),院校类型,办学类型,办学性质,电子邮箱,地址,官方网址,官方电话,中文文献数,985工程,211工程,双一流,强基
江苏,连云港市,海州区,江苏财会职业学院,1964,江苏省,0,0,0,0,576,财经类,专科（高职）,公办,jsckzsb@163.com,江苏省连云港市海州区春晖路8号,http://www.jscfa.edu.cn,"0518-85899773,0518-85471566",55,,,,
江苏,南通市,港闸区,南通师范高等专科学校,1902,江苏省,0,0,0,0,574,师范类,专科（高职）,公办,yhs8339@163.com,南通市经济技术开发区育贤路2号,http://www.ntnc.edu.cn,"0513-55092010,0513-55092012",72,,,,
浙江,温州市,龙湾区,温州肯恩大学,2014,浙江省教育厅,0,8,3,0,3000,综合类,普通本科,中外合作办学,admission@wku.edu.cn,浙江省温州市瓯海区丽岙街道大学路88号,http://www.wku.edu.cn,"0577-55870111,0577-55870099",4,,,,
安徽,合肥市,蜀山区,安徽公安职业学院,1958,安徽省,0,0,0,0,165,政法类,专科（高职）,公办,,合肥市高新区望江西路559号,http://www.ahgaxy.com.cn,"0551-65382188,0551-65380150",7,,,,
安徽,阜阳市,颍州区,阜阳幼儿师范高等专科学校,1950,安徽省,0,0,0,0,1313,师范类,专科（高职）,公办,1057586090@qq.com,安徽省阜阳市清河西路259号,http://fypec.edu.cn,"0558-2560336,0558-2563391",63,,,,
江苏,淮安市,清江浦区,江苏护理职业学院,1915,江苏省,0,0,0,0,500,医药类,专科（高职）,公办,hlxyzjc@163.com,江苏省淮安市科技大道9号,http://www.jscn.edu.cn/,"0517-80329960,0517-80329959",65,,,,
浙江,杭州市,西湖区,浙江音乐学院,2016,浙江省,0,0,0,0,602,艺术类,普通本科,公办,zs@zjcm.edu.cn,浙江省杭州市西湖区转塘街道浙音路1号,http://www.zjcm.edu.cn/,0571-89808080,138,,,,
上海,上海市,浦东新区,上海公安学院,1949,上海市,0,0,0,0,721,政法类,普通本科,公办,,浦东新区崇景路100号,https://www.shpc.edu.cn/gaxy/,021-28957159,58,,,,
江苏,苏州市,昆山市,昆山杜克大学,2012,江苏省教育厅,0,0,0,0,1214,综合类,普通本科,中外合作办学,undergrad-admissions@dukekunshan.edu.cn,江苏省昆山市杜克大道8号,https://dukekunshan.edu.cn/zh,0512-36657028,9,,,,
江苏,徐州市,云龙区,江苏安全技术职业学院,1978,江苏省,0,0,0,0,538,理工类,专科（高职）,公办,jsaq1234@163.com,"云龙校区：徐州市云龙区铜山路381号,贾汪校区：徐州市贾汪区大学路1号",http://www.jscst.edu.cn/,"0516-87815025,0516-87815027",95,,,,
江苏,镇江市,京口区,江苏航空职业技术学院,2016,江苏省,0,0,0,0,700,理工类,专科（高职）,公办,,江苏镇江新区瑞城路88号,http://www.jatc.edu.cn/index.html,"0511-80853810,0511-80821600",67,,,,
江苏,南京市,栖霞区,南京审计大学金审学院,2002,江苏省教育厅,0,0,0,0,517,财经类,普通本科,民办,jsxyzsb@163.com,江苏省南京市仙林大学城仙林大道100号,http://www.naujsc.edu.cn/,"025-85780042,025-85780043",159,,,,
江苏,苏州市,相城区,苏州幼儿师范高等专科学校,1976,江苏省,0,0,0,0,370,师范类,专科（高职）,公办,szyszjb@sina.com,中国苏州相城区华元路2号,http://www.szys.net,"0512-69395355,0512-69395356",30,,,,
江苏,扬州市,邗江区,江苏旅游职业学院,1959,江苏省,0,0,0,0,845,其他,专科（高职）,公办,113617790@qq.com,江苏省扬州市毓秀路88号,http://www.jstc.edu.cn/,"0514-87431880,0514-87431888",140,,,,
浙江,温州市,瓯海区,浙江安防职业技术学院,2013,浙江省,0,0,0,0,1000,其他,专科（高职）,公办,zjafzsb@163.com,浙江省温州市瓯海区瓯海大道2555号,http://www.zjist.cn/,"0577-85108000,0577-85108035",87,,,,
浙江,舟山市,普陀区,浙江舟山群岛新区旅游与健康职业学院,2015,浙江省,0,0,0,0,250,其他,专科（高职）,公办,zslyxyzs@163.com,浙江省舟山市普陀区朱家尖街道学院路99号,http://www.zsthc.com/,"0580-6660000,0580-3660934",16,,,,
江苏,盐城市,盐都区,盐城幼儿师范高等专科学校,1920,江苏省,0,0,0,0,1000,师范类,专科（高职）,公办,543913228@qq.com,"江苏省盐城市高职园区学海路28号（南校）,江苏省盐城市高职园区海洋路28号（北校）",http://www.yyz.edu.cn/,"0515-88576686,0515-89966222",108,,,,
浙江,杭州市,拱墅区,浙江电力职业技术学院,1979,浙江电力公司,0,0,0,0,111,其他,专科（高职）,公办,,浙江省杭州市拱宸桥舟山东路91号,,,0,,,,
江苏,扬州市,广陵区,扬州中瑞酒店职业学院,2013,江苏省教育厅,0,0,0,0,0,财经类,专科（高职）,民办,,江苏省扬州市邗江区站南路500号,http://www.yhiedu.cn/,"0514-85583000,0514-87699099",7,,,,
江苏,常州市,钟楼区,江苏城乡建设职业学院,1986,江苏省,0,0,0,0,813,理工类,专科（高职）,公办,scjx@263.net,江苏省常州市殷村职教园和裕路1号,http://www.js-cj.com/,"0519-69872133,0519-69872118,400-160-0136",134,,,,
上海,上海市,徐汇区,复旦大学上海医学院,1927,,0,0,0,0,0,医药类,普通本科,公办,,上海市医学院路138号,http://shmc.fudan.edu.cn/,021-54237900,28,是,是,,
浙江,杭州市,西湖区,西湖大学,2018,浙江省教育厅,0,0,0,0,0,理工类,普通本科,民办,office@westlake.edu.cn,浙江省杭州市西湖区石龙山街18号,https://www.westlake.edu.cn/,,5,,,,
安徽,合肥市,瑶海区,安徽艺术学院,2013,安徽省教育厅,0,0,0,0,556,艺术类,普通本科,公办,ahysxyxxgk@ahua.edu.cn,安徽省合肥市新站区前岭路与淮海大道交口东北,http://www.ahua.edu.cn/,0551-64400109,33,,,,
江苏,连云港市,海州区,江苏海洋大学,1985,江苏省,0,6,0,0,0,理工类,普通本科,公办,,江苏省连云港市海州区苍梧路59号,https://www.jou.edu.cn/,"0518-80307598,0518-85895132,0518-85895139",156,,,,
浙江,湖州市,安吉县,浙江宇翔职业技术学院,2002,浙江湖州上墅教育集团,0,0,0,0,500,综合类,专科（高职）,民办,,浙江省湖州市安吉县灵峰南路438号,http://www.yxwy.org/,0572-5018111,8,,,,
安徽,黄山市,休宁县,黄山健康职业学院,2020,,0,0,0,0,300,医药类,专科（高职）,民办,,安徽省黄山市滨江东路55号,https://www.hsvch.cn/,"0559-7711111,0559-2177777,0559-7855888",0,,,,
